config_label,question_id,question,expected_answer,answerable,supporting_pages,supporting_section_heading,retrieved_chunk_ids,retrieved_pages,hit_at_1,hit_at_3,recall_at_5,mrr_at_5,ndcg_at_5,context_precision,context_recall,latency_ms,top_chunk_score,top_chunk_preview,notes,run_label,retriever,chunk_label,model_name
section_500_o10,q016,What cover types are available under the Business Interruption Section?,"Part A - Business Income Protection, Part B - Consequential Loss of Profits, and Part C - Business Continuity.",True,56,Business Interruption Section - Cover type,0310.1 | 0008.1 | 0390.1 | 0233.1 | 0094.1,56 | 8 | 68 | 44 | 24,1.0,1.0,1.0,1.0,1.0,0.2,1.0,10.61,17.3536,document cover type the following cover types are available under this section part a business income protection part b consequential loss of profits or part c business continuity your cover selection will be shown in yo,,lexical_bm25::section_500_o10,lexical_bm25,section_500_o10,bm25_notebook
section_500_o10,q017,"Under the General Property Section, where does cover for Accidental Damage apply?","Cover applies anywhere in the world, unless the geographical limits are amended by an Endorsement shown in the Schedule.",True,67,General Property Section - Geographical limits,0495.1 | 0365.1 | 0007.1 | 0064.1 | 0485.1,85 | 64 | 7 | 18 | 83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.97,14.8237,document specific conditions applicable to this section the following specific conditions apply to this section in addition to the general terms and conditions in the event of damage to property insured under this sectio,,lexical_bm25::section_500_o10,lexical_bm25,section_500_o10,bm25_notebook
section_500_o10,q018,By when must a Crime loss be discovered under Management Liability Part C?,"The loss must be discovered not later than 12 months after the expiry of the Period of Insurance or not later than 12 months after termination of the Employee's employment, whichever occurs first.",True,80,Management Liability Section - Part C - Crime - The cover,0390.1 | 0065.1 | 0094.1 | 0008.1 | 0470.1,68 | 18 | 24 | 8 | 81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.22,16.4245,document cover types the following cover options are available under this section part a directors and officers liability part b employment practices liability part c crime part d tax audit,,lexical_bm25::section_500_o10,lexical_bm25,section_500_o10,bm25_notebook
section_500_o10,q019,When does Transit commence under the Goods In Transit Section?,Transit commences when the Property Insured is first moved from a place of storage for the specific purpose of loading onto the Conveyance.,True,83,Goods In Transit Section - Definitions applicable to this Section,0487.1 | 0486.1 | 0065.1 | 0163.1 | 0482.1,84 | 83 | 18 | 35 | 83,0.0,1.0,1.0,0.5,0.631,0.2,1.0,11.26,14.2491,document transit includes any transit to or from and while the property insured is at any premises for the purpose of packing or preparation for shipment for a period of up to one month prior to shipment transit excludes,,lexical_bm25::section_500_o10,lexical_bm25,section_500_o10,bm25_notebook
section_500_o10,q020,What email address is provided for the Direct Marketing Privacy Service Line?,Not answerable from the provided PDF.,False,13,Privacy Notice - Why We collect Your personal information,0036.1 | 0035.1 | 0034.1 | 0088.1 | 0039.1,13 | 12 | 12 | 23 | 13,,,,,,,,10.95,22.3925,document why we collect your personal information we collect your personal information to enable us to provide our products and services including to process and settle claims make off ers of products and services provid,Unanswerable questions are excluded from ranking aggregates in this notebook phase.,lexical_bm25::section_500_o10,lexical_bm25,section_500_o10,bm25_notebook
,q001,Does the policy automatically provide cover for loss or damage caused by Flood?,No. The policy does not automatically provide cover for loss or damage caused by Flood.,True,7,Summary of the available covers,0137.1 | 0007.1 | 0095.1 | 0560.1 | 0015.1,30 | 7 | 24 | 92 | 10,0.0,1.0,1.0,0.5,0.631,0.2,1.0,1.04,0.2353,document 1 flood when 'flood' cover is shown in the current schedule as covered we will cover loss of or damage to property insured caused by flood and the specific exclusion applicable to this section 3 o is deleted,,tfidf::section_500_o10,tfidf,section_500_o10,tfidf
,q002,Which sections are insured under the policy?,Only the sections shown as covered in the Schedule are insured.,True,9,Our contract with You,0023.1 | 0312.1 | 0094.1 | 0010.1 | 0085.1,11 | 56 | 24 | 9 | 23,0.0,0.0,1.0,0.25,0.431,0.2,1.0,0.56,0.2171,document your obligation to comply with the policy terms and conditions you are required to comply with the terms and conditions of the policy please remember that if you do not comply with any term or condition we may t,,tfidf::section_500_o10,tfidf,section_500_o10,tfidf
,q003,How long is the cooling off period for this insurance?,The cooling off period is 14 days.,True,10,Your cooling off rights,0014.1 | 0009.1 | 0461.1 | 0468.1 | 0472.1,10 | 9 | 80 | 81 | 82,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.53,0.2802,document your cooling off rights a 14 day cooling off period applies to this insurance so if you decide you don't want this policy you can cancel it up to 14 days from the date we issue a new policy to you or the start d,,tfidf::section_500_o10,tfidf,section_500_o10,tfidf
,q004,What must You disclose before entering into the insurance contract?,"You must disclose every matter You know, or could reasonably be expected to know, is relevant to Allianz's decision whether to accept the risk and on what terms.",True,12,Your Duty of Disclosure,0032.1 | 0398.1 | 0003.1 | 0010.1 | 0408.1,12 | 69 | 2 | 9 | 71,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.53,0.1623,document your duty of disclosure before you enter into a contract of insurance with us you have a duty under the insurance contracts act 1984 to disclose to us every matter that you know or could reasonably be expected t,,tfidf::section_500_o10,tfidf,section_500_o10,tfidf
,q005,A building has been left vacant for more than 60 consecutive days. What does the Unoccupied Buildings exclusion say about cover at that building?,The policy does not provide cover at a Building after it has been Unoccupied for more than 60 consecutive days.,True,19,General exclusions - Unoccupied Buildings,0069.1 | 0160.1 | 0229.1 | 0120.1 | 0386.1,19 | 34 | 44 | 28 | 67,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.52,0.3574,document 7 unoccupied buildings except for loss or damage to property insured caused by a lightning earthquake and subterranean fire or b impact by any road vehicle or their loads animals trees or branches meteorite airc,,tfidf::section_500_o10,tfidf,section_500_o10,tfidf
,q006,What does the policy mean by Excess?,"Excess is the amount of money specified in the Schedule or Policy that You must contribute for claims from one event, or the specified period for which no payment will be made by Allianz.",True,16,General definitions - Excess,0011.1 | 0595.1 | 0461.1 | 0405.1 | 0023.1,9 | 95 | 80 | 71 | 11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.1363,document understanding your policy and its important terms and conditions to properly understand the significant features benefits and risks of this insurance you need to carefully read about each of the available cover ,,tfidf::section_500_o10,tfidf,section_500_o10,tfidf
,q007,One event leads to claims under more than one section of the policy. Which Excess applies?,Only the single highest Excess applies to all claims arising out of the one event.,True,24,General terms and conditions - Payment of Excess,0091.1 | 0095.1 | 0302.1 | 0023.1 | 0320.1,24 | 24 | 55 | 11 | 59,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.52,0.2472,document 15 payment of excess you must pay the excess amount as a contribution to your claim and in accordance with the terms and conditions applicable to the section of your policy under which you are making a claim if ,,tfidf::section_500_o10,tfidf,section_500_o10,tfidf
,q008,"What must You do about the police if malicious Damage, theft, attempted theft or loss of property may result in a claim?",You must inform the police as soon as reasonably possible.,True,20,Claims procedure and conditions - Claims procedure,0593.1 | 0073.1 | 0590.1 | 0158.1 | 0175.1,95 | 20 | 95 | 34 | 36,0.0,1.0,1.0,0.5,0.631,0.2,1.0,0.54,0.2035,document 3 contact the police depending on the laws of the state or territory in which the accident occurs you must a contact the police if any person was injured as a result of the accident b request the police to atten,,tfidf::section_500_o10,tfidf,section_500_o10,tfidf
,q009,What does the Commercial Property Section cover?,"It covers Property Insured that is accidentally Damaged at the Situation during the Period of Insurance, subject to the applicable limits and Basis of Settlement.",True,25,Commercial Property Section - The cover,0312.1 | 0065.1 | 0094.1 | 0366.1 | 0339.1,56 | 18 | 24 | 64 | 61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.3065,document defined events applicable to parts a b and c of this section 1 any damage to property insured for which you are insured by us a or would have been had there not been an excess under the commercial property secti,,tfidf::section_500_o10,tfidf,section_500_o10,tfidf
,q010,"Under the Theft Section, what type of building entry or exit can trigger cover?","Visible, forcible and violent entry into or exit from Buildings at the Situation can trigger cover.",True,32,Theft Section - The cover,0146.1 | 0175.1 | 0178.1 | 0386.1 | 0141.1,33 | 36 | 37 | 67 | 32,0.0,0.0,1.0,0.2,0.387,0.2,1.0,0.5,0.2099,document 1 sum insured a for each specific type of property insured we will only pay up to the sum insured that applies to that specific type of property insured as shown in the schedule b following theft covered by this,,tfidf::section_500_o10,tfidf,section_500_o10,tfidf
,q011,"For Money in Transit, until when does the cover apply?",Cover applies up until the close of business on the next bank trading day from when the Transit commenced.,True,35,Money Section - The cover,0163.1 | 0168.1 | 0167.1 | 0482.1 | 0177.1,35 | 35 | 35 | 83 | 36,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.5,0.3198,document a money in transit money in transit or in a nightsafe or automatic teller machine until removed by a financial service provider employee provided that this cover only applies up until the close of business on th,,tfidf::section_500_o10,tfidf,section_500_o10,tfidf
,q012,What cost does the Glass Section pay for broken Glass?,It pays the actual cost of replacing and fixing the Glass with Glass of a similar type and quality.,True,38,Glass Section - The cover,0184.1 | 0189.1 | 0185.1 | 0186.1 | 0191.1,38 | 38 | 38 | 38 | 38,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.51,0.3238,document the cover we will pay you for the actual cost of replacing and fixing the glass in its frame or in its location with glass of a similar type and quality to the glass that is broken due to accidental breakage of ,,tfidf::section_500_o10,tfidf,section_500_o10,tfidf
,q013,What does the Machinery Breakdown Section cover?,It covers Breakdown to Machinery occurring at the Situation during the Period of Insurance.,True,39,Machinery Breakdown Section - The cover,0193.1 | 0214.1 | 0199.1 | 0215.1 | 0091.1,39 | 42 | 39 | 42 | 24,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.5,0.2738,document definitions applicable to this section the following definitions shall apply to the words used in this section blanket machinery means all machinery at the situation other than specified machinery and excluded m,,tfidf::section_500_o10,tfidf,section_500_o10,tfidf
,q014,"Under the Electronic Equipment Section optional Cost of restoring data benefit, what backup copies must You have?","You must have duplicate back up copies of updated Electronic Data stored off site at alternative premises, in a cloud storage service or on an external server.",True,44,Electronic Equipment Section - Cost of restoring data,0231.1 | 0067.1 | 0109.1 | 0232.1 | 0219.1,44 | 19 | 27 | 44 | 43,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.53,0.253,document 1 cover if the optional benefit 'cost of restoring data' is operative we will pay you up to the sum insured shown in the schedule following a claim being admitted under this section for the costs incurred for th,,tfidf::section_500_o10,tfidf,section_500_o10,tfidf
,q015,"A salesperson normally resident in Australia travels overseas for work and neither does nor supervises manual work. Under the Public and Products Liability territorial limits, where can cover apply?",Cover can apply elsewhere in the world for travelling executives or salespeople normally resident in Australia who neither undertake nor supervise manual work.,True,48,Public and Products Liability Section - Territorial Limits,0249.1 | 0007.2 | 0061.1 | 0056.1 | 0286.1,48 | 7 | 18 | 18 | 53,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.53,0.2719,document territorial limits means a anywhere within australia or its external territories b elsewhere in the world but only in respect of i travelling executives or salespeople who are normally resident in australia and ,,tfidf::section_500_o10,tfidf,section_500_o10,tfidf
,q016,What cover types are available under the Business Interruption Section?,"Part A - Business Income Protection, Part B - Consequential Loss of Profits, and Part C - Business Continuity.",True,56,Business Interruption Section - Cover type,0310.1 | 0390.1 | 0094.1 | 0008.1 | 0065.1,56 | 68 | 24 | 8 | 18,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.53,0.3225,document cover type the following cover types are available under this section part a business income protection part b consequential loss of profits or part c business continuity your cover selection will be shown in yo,,tfidf::section_500_o10,tfidf,section_500_o10,tfidf
,q017,"Under the General Property Section, where does cover for Accidental Damage apply?","Cover applies anywhere in the world, unless the geographical limits are amended by an Endorsement shown in the Schedule.",True,67,General Property Section - Geographical limits,0365.1 | 0065.1 | 0384.1 | 0094.1 | 0113.1,64 | 18 | 67 | 24 | 27,0.0,1.0,1.0,0.333,0.5,0.2,1.0,0.51,0.3339,document 4 general property we will cover you for interruption or interference with your business in consequence of damage to property insured by an occurrence covered in the general property section,,tfidf::section_500_o10,tfidf,section_500_o10,tfidf
,q018,By when must a Crime loss be discovered under Management Liability Part C?,"The loss must be discovered not later than 12 months after the expiry of the Period of Insurance or not later than 12 months after termination of the Employee's employment, whichever occurs first.",True,80,Management Liability Section - Part C - Crime - The cover,0390.1 | 0179.1 | 0008.1 | 0065.1 | 0094.1,68 | 37 | 8 | 18 | 24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2719,document cover types the following cover options are available under this section part a directors and officers liability part b employment practices liability part c crime part d tax audit,,tfidf::section_500_o10,tfidf,section_500_o10,tfidf
,q019,When does Transit commence under the Goods In Transit Section?,Transit commences when the Property Insured is first moved from a place of storage for the specific purpose of loading onto the Conveyance.,True,83,Goods In Transit Section - Definitions applicable to this Section,0163.1 | 0065.1 | 0487.1 | 0313.2 | 0168.1,35 | 18 | 84 | 57 | 35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.2085,document a money in transit money in transit or in a nightsafe or automatic teller machine until removed by a financial service provider employee provided that this cover only applies up until the close of business on th,,tfidf::section_500_o10,tfidf,section_500_o10,tfidf
,q020,What email address is provided for the Direct Marketing Privacy Service Line?,Not answerable from the provided PDF.,False,13,Privacy Notice - Why We collect Your personal information,0036.1 | 0498.1 | 0034.1 | 0028.1 | 0088.1,13 | 85 | 12 | 11 | 23,,,,,,,,0.53,0.1638,document why we collect your personal information we collect your personal information to enable us to provide our products and services including to process and settle claims make off ers of products and services provid,,tfidf::section_500_o10,tfidf,section_500_o10,tfidf
,q001,Does the policy automatically provide cover for loss or damage caused by Flood?,No. The policy does not automatically provide cover for loss or damage caused by Flood.,True,7,Summary of the available covers,0137.1 | 0007.1 | 0062.1 | 0095.1 | 0485.1,30 | 7 | 18 | 24 | 83,0.0,1.0,1.0,0.5,0.631,0.2,1.0,391.52,0.8041,document 1 flood when 'flood' cover is shown in the current schedule as covered we will cover loss of or damage to property insured caused by flood and the specific exclusion applicable to this section 3 o is deleted,,sentence_transformers::section_500_o10,sentence_transformers,section_500_o10,BAAI/bge-small-en-v1.5
,q002,Which sections are insured under the policy?,Only the sections shown as covered in the Schedule are insured.,True,9,Our contract with You,0011.1 | 0462.1 | 0015.1 | 0173.1 | 0007.1,9 | 80 | 10 | 36 | 7,1.0,1.0,1.0,1.0,1.0,0.2,1.0,19.22,0.7689,document understanding your policy and its important terms and conditions to properly understand the significant features benefits and risks of this insurance you need to carefully read about each of the available cover ,,sentence_transformers::section_500_o10,sentence_transformers,section_500_o10,BAAI/bge-small-en-v1.5
,q003,How long is the cooling off period for this insurance?,The cooling off period is 14 days.,True,10,Your cooling off rights,0014.1 | 0229.1 | 0207.1 | 0451.1 | 0435.1,10 | 44 | 40 | 79 | 76,1.0,1.0,1.0,1.0,1.0,0.2,1.0,17.79,0.8294,document your cooling off rights a 14 day cooling off period applies to this insurance so if you decide you don't want this policy you can cancel it up to 14 days from the date we issue a new policy to you or the start d,,sentence_transformers::section_500_o10,sentence_transformers,section_500_o10,BAAI/bge-small-en-v1.5
,q004,What must You disclose before entering into the insurance contract?,"You must disclose every matter You know, or could reasonably be expected to know, is relevant to Allianz's decision whether to accept the risk and on what terms.",True,12,Your Duty of Disclosure,0032.1 | 0408.1 | 0013.1 | 0003.1 | 0428.1,12 | 71 | 10 | 2 | 75,1.0,1.0,1.0,1.0,1.0,0.2,1.0,9.22,0.8155,document your duty of disclosure before you enter into a contract of insurance with us you have a duty under the insurance contracts act 1984 to disclose to us every matter that you know or could reasonably be expected t,,sentence_transformers::section_500_o10,sentence_transformers,section_500_o10,BAAI/bge-small-en-v1.5
,q005,A building has been left vacant for more than 60 consecutive days. What does the Unoccupied Buildings exclusion say about cover at that building?,The policy does not provide cover at a Building after it has been Unoccupied for more than 60 consecutive days.,True,19,General exclusions - Unoccupied Buildings,0069.1 | 0139.1 | 0229.1 | 0131.1 | 0141.1,19 | 31 | 44 | 29 | 32,1.0,1.0,1.0,1.0,1.0,0.2,1.0,12.86,0.8617,document 7 unoccupied buildings except for loss or damage to property insured caused by a lightning earthquake and subterranean fire or b impact by any road vehicle or their loads animals trees or branches meteorite airc,,sentence_transformers::section_500_o10,sentence_transformers,section_500_o10,BAAI/bge-small-en-v1.5
,q006,What does the policy mean by Excess?,"Excess is the amount of money specified in the Schedule or Policy that You must contribute for claims from one event, or the specified period for which no payment will be made by Allianz.",True,16,General definitions - Excess,0449.1 | 0461.1 | 0091.1 | 0419.1 | 0221.1,78 | 80 | 24 | 73 | 43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.24,0.7544,document 1 excess a our liability under part b of this section shall apply only to that part of each loss which exceeds the excess as set out in the schedule for part b of this section such excess shall be borne by you a,,sentence_transformers::section_500_o10,sentence_transformers,section_500_o10,BAAI/bge-small-en-v1.5
,q007,One event leads to claims under more than one section of the policy. Which Excess applies?,Only the single highest Excess applies to all claims arising out of the one event.,True,24,General terms and conditions - Payment of Excess,0091.1 | 0196.1 | 0449.1 | 0419.1 | 0171.1,24 | 39 | 78 | 73 | 36,1.0,1.0,1.0,1.0,1.0,0.2,1.0,37.5,0.809,document 15 payment of excess you must pay the excess amount as a contribution to your claim and in accordance with the terms and conditions applicable to the section of your policy under which you are making a claim if ,,sentence_transformers::section_500_o10,sentence_transformers,section_500_o10,BAAI/bge-small-en-v1.5
,q008,"What must You do about the police if malicious Damage, theft, attempted theft or loss of property may result in a claim?",You must inform the police as soon as reasonably possible.,True,20,Claims procedure and conditions - Claims procedure,0073.1 | 0593.1 | 0538.1 | 0273.1 | 0589.1,20 | 95 | 90 | 51 | 94,1.0,1.0,1.0,1.0,1.0,0.2,1.0,18.6,0.7562,document 1 claims procedure a as soon as reasonably possible of you becoming aware of anything happening which may result in a claim under the policy you must take reasonable steps to do the following at your own expense,,sentence_transformers::section_500_o10,sentence_transformers,section_500_o10,BAAI/bge-small-en-v1.5
,q009,What does the Commercial Property Section cover?,"It covers Property Insured that is accidentally Damaged at the Situation during the Period of Insurance, subject to the applicable limits and Basis of Settlement.",True,25,Commercial Property Section - The cover,0008.1 | 0052.1 | 0365.1 | 0310.1 | 0005.1,8 | 16 | 64 | 56 | 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.23,0.7255,document sections summary of covers this table is not to be relied on as an accurate description of cover see relevant section for details relevant limits and specific conditions and exclusions that apply business interr,,sentence_transformers::section_500_o10,sentence_transformers,section_500_o10,BAAI/bge-small-en-v1.5
,q010,"Under the Theft Section, what type of building entry or exit can trigger cover?","Visible, forcible and violent entry into or exit from Buildings at the Situation can trigger cover.",True,32,Theft Section - The cover,0141.1 | 0159.1 | 0158.1 | 0161.1 | 0484.1,32 | 34 | 34 | 34 | 83,1.0,1.0,1.0,1.0,1.0,0.2,1.0,14.14,0.7669,document the cover we will pay you in accordance with the basis of settlement for the cost of replacing or repairing property insured following theft from the situation happening during the period of insurance by 1 visib,,sentence_transformers::section_500_o10,sentence_transformers,section_500_o10,BAAI/bge-small-en-v1.5
,q011,"For Money in Transit, until when does the cover apply?",Cover applies up until the close of business on the next bank trading day from when the Transit commenced.,True,35,Money Section - The cover,0163.1 | 0487.1 | 0482.1 | 0572.1 | 0182.1,35 | 84 | 83 | 93 | 37,1.0,1.0,1.0,1.0,1.0,0.2,1.0,13.71,0.7712,document a money in transit money in transit or in a nightsafe or automatic teller machine until removed by a financial service provider employee provided that this cover only applies up until the close of business on th,,sentence_transformers::section_500_o10,sentence_transformers,section_500_o10,BAAI/bge-small-en-v1.5
